Depths,CAL,GR,SP,LLD,LLS,AC,DEN,Liths
1520.875,8.977,108.114,-10.313,2.644,2.473,108.282,2.447,Фрбв
1521.0,8.977,109.435,-10.115,2.598,2.405,108.87,2.426,Фрбв
1521.125,8.977,111.154,-9.984,2.572,2.369,109.528,2.418,Фрбв
1521.25,8.977,109.046,-9.72,2.531,2.326,110.732,2.405,Фрбв
1521.375,8.977,111.709,-9.787,2.476,2.287,111.552,2.402,Фрбв
1521.5,8.977,110.516,-9.651,2.408,2.215,112.135,2.409,Фрбв
1521.625,8.977,108.727,-9.597,2.382,2.192,112.131,2.418,Фрбв
1521.75,9.032,105.919,-9.509,2.37,2.189,111.737,2.424,Фрбв
1521.875,9.129,103.769,-9.353,2.373,2.192,111.49,2.42,Фрбв
1522.0,9.27,104.513,-9.424,2.389,2.204,111.171,2.404,Фрбв
1522.125,9.091,105.374,-9.536,2.38,2.191,110.967,2.4,Фрбв
1522.25,9.006,105.976,-9.68,2.357,2.171,110.828,2.382,Фрбв
1522.375,9.008,105.318,-9.678,2.341,2.157,110.899,2.368,Фрбв
1522.5,9.008,103.298,-9.609,2.31,2.127,111.347,2.377,Фрбв
1522.625,9.005,102.463,-9.694,2.273,2.095,111.776,2.418,Фрбв
1522.75,9.048,104.19,-9.869,2.221,2.063,111.892,2.486,Фрбв
1522.875,9.326,101.2,-9.854,2.26,2.093,111.007,2.503,Фрбв
1523.0,9.184,98.634,-9.83,2.367,2.185,109.697,2.463,Фрбв
1523.125,8.945,97.232,-9.893,2.431,2.238,108.849,2.428,Фрбв
1523.25,8.945,94.941,-10.104,2.435,2.228,108.072,2.405,Фрбв
1523.375,8.945,97.257,-9.99,2.435,2.238,108.062,2.402,Фрбв
1523.5,8.945,101.767,-9.869,2.412,2.229,109.041,2.42,Фрбв
1523.625,8.945,104.026,-9.792,2.369,2.195,109.16,2.419,Фрбв
1523.75,8.945,106.98,-9.666,2.352,2.176,108.618,2.395,Фрбв
1523.875,8.947,107.93,-9.608,2.38,2.193,108.375,2.371,Фрбв
1524.0,8.963,105.292,-9.688,2.446,2.24,108.619,2.34,Фрбв
1524.125,8.974,104.876,-9.695,2.484,2.27,109.09,2.336,Фрбв
1524.25,8.959,105.134,-9.552,2.479,2.275,109.655,2.378,Фрбв
1524.375,8.923,103.623,-9.529,2.48,2.277,109.995,2.41,Фрбв
1524.5,8.873,100.564,-9.537,2.498,2.287,109.958,2.44,Фрбв
1524.625,8.86,98.98,-9.526,2.52,2.303,109.371,2.442,Фрбв
1524.75,8.875,98.069,-9.566,2.591,2.369,108.38,2.434,Фрбв
1524.875,8.881,100.405,-9.71,2.625,2.399,107.968,2.429,Фрбв
1525.0,8.883,101.567,-9.93,2.649,2.425,107.415,2.426,Фрбв
1525.125,8.883,100.092,-10.044,2.667,2.443,107.365,2.423,Фрбв
1525.25,8.883,96.055,-10.167,2.712,2.482,107.629,2.423,Фрбв
1525.375,8.883,93.641,-10.249,2.745,2.509,107.645,2.43,Фрбв
1525.5,8.883,98.631,-10.286,2.734,2.516,107.495,2.436,Фрбв
1525.625,8.883,101.827,-10.368,2.78,2.557,107.348,2.437,Фрбв
1525.75,8.883,104.703,-10.375,2.873,2.632,106.932,2.437,Фрбв
1525.875,8.887,105.222,-10.326,2.923,2.673,106.599,2.434,Фрбв
1526.0,8.894,103.995,-10.234,2.96,2.702,107.076,2.42,Фрбв
1526.125,8.884,101.879,-10.174,2.998,2.724,108.045,2.41,Фрбв
1526.25,8.89,99.154,-10.029,2.989,2.712,109.724,2.386,Фрбв
1526.375,8.891,99.982,-9.946,2.915,2.642,110.883,2.389,Фрбв
1526.5,8.887,101.129,-9.841,2.8,2.532,111.472,2.399,Фрбв
1526.625,8.883,102.057,-9.755,2.729,2.465,111.06,2.409,Фрбв
1526.75,8.883,103.715,-9.594,2.647,2.396,109.916,2.428,Фрбв
1526.875,8.883,102.21,-9.653,2.6,2.358,108.748,2.436,Фрбв
1527.0,8.883,99.152,-9.918,2.649,2.414,107.54,2.458,Фрбв
1527.125,8.883,99.046,-9.99,2.771,2.51,106.81,2.463,Фрбв
1527.25,8.883,99.059,-10.081,2.991,2.684,105.601,2.457,Фрбв
1527.375,8.883,99.219,-10.179,3.12,2.788,104.973,2.447,Фрбв
1527.5,8.883,103.616,-10.406,3.152,2.816,104.781,2.437,Фрбв
1527.625,8.883,105.624,-10.406,3.134,2.82,105.114,2.437,Фрбв
1527.75,8.883,109.438,-10.57,3.041,2.762,105.884,2.437,Фрбв
1527.875,8.889,109.845,-10.662,2.968,2.705,106.18,2.444,Фрбв
1528.0,8.901,107.63,-10.743,2.899,2.648,105.842,2.466,Фрбв
1528.125,8.906,105.314,-10.778,2.897,2.647,105.244,2.48,Фрбв
1528.25,8.906,100.414,-10.683,3.067,2.764,104.726,2.483,Фрбв
1528.375,8.912,101.642,-10.54,3.082,2.783,104.523,2.486,Фрбв
1528.5,8.914,102.127,-10.407,3.077,2.794,104.324,2.483,Фрбв
1528.625,8.914,103.092,-10.335,3.086,2.808,104.213,2.481,Фрбв
1528.75,8.914,105.067,-10.269,3.109,2.824,104.072,2.471,Фрбв
1528.875,8.914,104.396,-10.318,3.092,2.799,104.234,2.455,Фрбв
1529.0,8.914,107.226,-10.176,3.043,2.737,105.215,2.431,Фрбв
1529.125,8.914,105.382,-9.951,2.953,2.647,106.494,2.41,Фрбв
1529.25,8.914,104.541,-9.74,2.769,2.484,108.321,2.391,Фрбв
1529.375,8.914,104.706,-9.725,2.634,2.367,109.498,2.384,Фрбв
1529.5,8.914,105.063,-9.85,2.459,2.21,110.899,2.38,Фрбв
1529.625,8.914,106.764,-9.872,2.352,2.126,111.601,2.379,Фрбв
1529.75,8.914,100.813,-9.847,2.36,2.108,111.6,2.381,Фрбв
1529.875,8.914,98.634,-9.844,2.391,2.12,111.692,2.382,Фрбв
1530.0,8.914,96.057,-9.891,2.421,2.133,112.508,2.387,Фрбв
1530.125,8.914,95.989,-9.947,2.429,2.139,112.969,2.391,Фрбв
1530.25,8.914,102.361,-10.045,2.431,2.145,113.229,2.401,Фрбв
1530.375,8.914,104.866,-10.252,2.409,2.132,113.401,2.409,Фрбв
1530.5,8.914,108.452,-10.394,2.357,2.11,113.581,2.413,Фрбв
1530.625,8.914,109.4,-10.334,2.356,2.116,113.642,2.425,Фрбв
1530.75,8.914,108.343,-10.228,2.419,2.168,112.828,2.44,Фрбв
1530.875,8.914,105.996,-10.201,2.493,2.226,112.251,2.44,Фрбв
1531.0,8.913,100.912,-10.089,2.524,2.273,111.424,2.426,Фрбв
1531.125,8.903,100.668,-10.109,2.556,2.296,110.81,2.415,Фрбв
1531.25,8.887,100.077,-10.051,2.609,2.353,110.509,2.416,Фрбв
1531.375,8.883,101.754,-10.023,2.626,2.375,110.377,2.418,Фрбв
1531.5,8.883,105.798,-9.966,2.61,2.368,110.333,2.422,Фрбв
1531.625,8.883,107.186,-9.86,2.576,2.348,110.348,2.425,Фрбв
1531.75,8.868,106.346,-10.078,2.643,2.401,110.283,2.431,Фрбв
1531.875,8.862,104.747,-10.058,2.667,2.422,110.275,2.441,Фрбв
1532.0,8.859,103.014,-10.159,2.703,2.459,109.549,2.453,Фрбв
1532.125,8.859,103.297,-10.191,2.744,2.49,109.195,2.456,Фрбв
1532.25,8.859,104.81,-10.194,2.786,2.515,108.555,2.456,Фрбв
1532.375,8.859,103.555,-10.426,2.724,2.473,108.176,2.457,Фрбв
1532.5,8.845,102.28,-10.559,2.698,2.447,107.1,2.456,Фрбв
1532.625,8.835,102.665,-10.641,2.716,2.477,106.475,2.46,Фрбв
1532.75,8.828,102.595,-10.695,2.723,2.525,104.836,2.472,Фрбв
1532.875,8.828,101.255,-10.759,2.79,2.61,104.017,2.484,Фрбв
1533.0,8.828,95.993,-10.984,3.167,2.946,101.888,2.493,Фрбв
1533.125,8.828,91.991,-10.899,3.542,3.277,100.651,2.476,Фрбв
1533.25,8.828,89.028,-10.914,3.782,3.516,99.6,2.448,Фрбв
1533.375,8.828,90.208,-10.869,3.833,3.585,99.785,2.428,Фрбв
1533.5,8.828,92.857,-10.766,3.818,3.612,101.276,2.413,Фрбв
1533.625,8.828,94.187,-10.683,3.729,3.56,102.417,2.413,Фрбв
1533.75,8.828,93.508,-10.53,3.426,3.328,103.672,2.416,Фрбв
1533.875,8.828,92.066,-10.428,3.445,3.332,103.952,2.416,Фрбв
1534.0,8.828,92.478,-10.151,3.501,3.367,104.005,2.413,Фрбв
1534.125,8.828,95.416,-10.103,3.55,3.397,104.1,2.409,Фрбв
1534.25,8.828,98.635,-10.156,3.573,3.391,104.681,2.401,Фрбв
1534.375,8.828,97.583,-10.19,3.525,3.33,105.249,2.399,Фрбв
1534.5,8.828,91.625,-10.39,3.297,3.142,106.34,2.405,Фрбв
1534.625,8.828,90.314,-10.226,3.12,2.979,107.146,2.406,Фрбв
1534.75,8.828,94.18,-10.237,2.924,2.799,108.058,2.417,Фрбв
1534.875,8.82,97.316,-10.342,2.872,2.759,108.459,2.425,Фрбв
1535.0,8.803,99.406,-10.528,2.92,2.822,108.012,2.424,Фрбв
1535.125,8.797,99.919,-10.654,2.998,2.911,107.275,2.414,Фрбв
1535.25,8.797,94.503,-10.704,3.259,3.203,105.823,2.424,Фрбв
1535.375,8.797,94.461,-10.914,3.523,3.468,104.807,2.421,Фрбв
1535.5,8.797,90.991,-10.89,4.061,3.991,102.822,2.422,Фрбв
1535.625,8.797,87.769,-10.82,4.455,4.389,100.922,2.42,ЗлЩАжЪФрбв
1535.75,8.797,84.69,-10.936,4.954,4.927,99.524,2.413,ЗлЩАжЪФрбв
1535.875,8.797,83.247,-10.993,5.219,5.196,98.914,2.413,ЗлЩАжЪФрбв
1536.0,8.797,82.808,-11.243,5.58,5.557,98.613,2.414,ЗлЩАжЪФрбв
1536.125,8.797,82.978,-11.258,5.317,5.335,99.178,2.425,ЗлЩАжЪФрбв
1536.25,8.797,83.929,-11.161,4.865,4.932,100.149,2.44,ЗлЩАжЪФрбв
1536.375,8.797,85.441,-11.033,4.644,4.721,100.633,2.447,ЗлЩАжЪФрбв
1536.5,8.797,89.648,-10.857,4.594,4.648,100.83,2.444,ЗлЩАжЪФрбв
1536.625,8.797,91.88,-10.876,4.53,4.548,101.048,2.425,ЗлЩАжЪФрбв
1536.75,8.797,93.938,-10.986,4.414,4.375,101.708,2.4,ЗлЩАжЪФрбв
1536.875,8.797,93.624,-11.008,4.392,4.352,102.161,2.392,ЗлЩАжЪФрбв
1537.0,8.797,93.073,-11.035,4.33,4.302,103.082,2.396,ЗлЩАжЪФрбв
1537.125,8.797,92.834,-11.087,4.236,4.217,103.785,2.405,ЗлЩАжЪФрбв
1537.25,8.797,88.577,-11.276,4.117,4.132,103.888,2.419,ЗлЩАжЪФрбв
1537.375,8.797,87.634,-11.441,4.271,4.253,102.876,2.421,ЗлЩАжЪФрбв
1537.5,8.797,86.887,-11.598,4.537,4.492,100.605,2.426,ЗлЩАжЪФрбв
1537.625,8.797,87.936,-11.737,4.623,4.561,99.693,2.423,ЗлЩАжЪФрбв
1537.75,8.797,89.826,-11.926,4.575,4.501,98.928,2.416,ЗлЩАжЪФрбв
1537.875,8.797,89.646,-11.941,4.467,4.409,99.817,2.412,ЗлЩАжЪФрбв
1538.0,8.797,91.244,-11.571,4.044,4.058,102.31,2.431,ЗлЩАжЪФрбв
1538.125,8.797,93.499,-11.346,3.771,3.807,103.946,2.461,ЗлЩАжЪФрбв
1538.25,8.797,98.274,-10.728,3.583,3.629,105.445,2.504,ЗлЩАжЪФрбв
1538.375,8.797,100.936,-10.463,3.527,3.597,104.714,2.525,ЗлЩАжЪФрбв
1538.5,8.797,102.837,-10.458,3.638,3.765,101.72,2.535,ЗлЩАжЪФрбв
1538.625,8.796,103.833,-10.353,4.066,4.183,99.582,2.524,ЗлЩАжЪФрбв
1538.75,8.819,104.108,-9.805,4.952,4.837,95.173,2.48,ЗлЩАжЪФрбв
1538.875,8.825,102.224,-9.743,4.542,4.449,94.346,2.451,ЗлЩАжЪФрбв
1539.0,8.828,100.162,-9.668,3.982,3.925,98.935,2.428,Фрбв
1539.125,8.828,100.494,-9.668,3.56,3.551,102.847,2.422,Фрбв
1539.25,8.835,105.609,-9.768,2.804,2.883,108.915,2.416,Фрбв
1539.375,8.855,110.629,-9.766,2.57,2.588,113.42,2.412,Фрбв
1539.5,8.859,111.991,-10.068,2.579,2.519,116.326,2.407,Фрбв
1539.625,8.859,112.217,-10.226,2.598,2.529,117.535,2.411,Фрбв
1539.75,8.859,112.195,-10.43,2.656,2.587,118.269,2.424,Фрбв
1539.875,8.859,112.067,-10.531,2.699,2.633,118.111,2.437,Фрбв
1540.0,8.859,112.15,-10.577,2.694,2.642,114.59,2.451,Фрбв
1540.125,8.859,110.291,-10.831,2.902,2.81,112.072,2.443,Фрбв
1540.25,8.859,103.197,-10.773,3.166,2.983,109.503,2.434,Фрбв
1540.375,8.859,102.22,-10.612,3.115,2.92,108.586,2.431,Фрбв
1540.5,8.857,103.89,-10.428,2.858,2.71,109.663,2.44,Фрбв
1540.625,8.85,105.092,-10.375,2.685,2.594,110.52,2.449,Фрбв
1540.75,8.828,110.843,-10.111,2.798,2.719,110.433,2.45,Фрбв
1540.875,8.828,113.26,-10.008,2.84,2.702,108.836,2.452,Фрбв
1541.0,8.828,114.289,-10.004,3.145,2.883,106.088,2.45,Фрбв
1541.125,8.828,113.172,-9.962,3.326,2.999,104.928,2.445,Фрбв
1541.25,8.828,110.538,-9.853,3.31,2.981,105.184,2.437,Фрбв
1541.375,8.828,109.446,-9.871,3.084,2.825,106.747,2.438,Фрбв
1541.5,8.828,109.082,-10.071,2.739,2.584,108.298,2.46,Фрбв
1541.625,8.828,108.751,-10.076,2.737,2.601,108.685,2.471,Фрбв
1541.75,8.828,105.617,-10.21,3.062,2.88,105.11,2.485,Фрбв
1541.875,8.828,103.136,-10.283,3.427,3.177,102.983,2.488,Фрбв
1542.0,8.828,101.761,-10.328,3.849,3.528,100.98,2.483,Фрбв
1542.125,8.828,102.269,-10.573,3.823,3.532,100.405,2.485,ЗлЩАжЪФрбв
1542.25,8.828,103.989,-10.439,3.887,3.634,100.387,2.49,ЗлЩАжЪФрбв
1542.375,8.828,103.494,-10.546,3.806,3.609,100.685,2.49,ЗлЩАжЪФрбв
1542.5,8.828,101.552,-10.686,3.682,3.505,100.911,2.484,ЗлЩАжЪФрбв
1542.625,8.828,100.595,-10.781,3.671,3.46,100.839,2.479,ЗлЩАжЪФрбв
1542.75,8.828,102.241,-10.926,3.917,3.631,100.301,2.483,ЗлЩАжЪФрбв
1542.875,8.828,101.396,-10.655,4.093,3.787,100.071,2.493,ЗлЩАжЪФрбв
1543.0,8.828,104.46,-10.488,4.011,3.74,100.124,2.502,ЗлЩАжЪФрбв
1543.125,8.828,102.969,-10.462,3.914,3.644,99.667,2.497,ЗлЩАжЪФрбв
1543.25,8.831,103.011,-10.401,3.794,3.511,99.405,2.463,ЗлЩАжЪФрбв
1543.375,8.838,105.921,-10.317,3.695,3.404,100.136,2.432,ЗлЩАжЪФрбв
1543.5,8.859,107.207,-10.135,3.21,2.96,103.205,2.405,Фрбв
1543.625,8.859,109.706,-10.038,2.917,2.708,106.96,2.403,Фрбв
1543.75,8.859,110.666,-9.908,2.625,2.438,113.792,2.406,Фрбв
1543.875,8.859,112.172,-9.938,2.532,2.328,117.06,2.4,Фрбв
1544.0,8.859,114.586,-9.982,2.507,2.254,121.666,2.386,Фрбв
1544.125,8.859,114.565,-9.89,2.544,2.258,123.089,2.38,Фрбв
1544.25,8.859,112.031,-10.171,2.517,2.214,124.385,2.369,Фрбв
1544.375,8.859,109.572,-10.11,2.419,2.134,125.186,2.36,Фрбв
1544.5,8.859,110.543,-10.241,2.231,1.976,126.301,2.382,Фрбв
1544.625,8.859,113.538,-10.369,2.075,1.874,126.585,2.419,Фрбв
1544.75,8.856,117.969,-10.443,1.968,1.887,124.309,2.489,Фрбв
1544.875,8.846,119.058,-10.382,2.125,2.106,120.792,2.53,Фрбв
1545.0,8.806,112.562,-10.838,3.073,3.021,113.128,2.55,Фрбв
1545.125,8.8,106.743,-10.822,4.209,4.084,92.384,2.544,Фрбв
1545.25,8.797,100.925,-10.724,6.682,6.258,85.36,2.54,ЗлЩАбв
1545.375,8.797,98.294,-10.665,8.494,7.826,81.599,2.531,ЗлЩАбв
1545.5,8.797,94.931,-10.63,9.513,8.788,82.562,2.511,ЗлЩАбв
1545.625,8.797,95.327,-10.419,7.458,7.138,85.752,2.503,ЗлЩАбв
1545.75,8.797,94.285,-10.347,4.737,4.862,90.901,2.525,ЗлЩАбв
1545.875,8.797,98.995,-10.205,3.864,3.964,94.197,2.552,Фрбв
1546.0,8.797,105.062,-9.993,3.021,3.061,96.878,2.592,Фрбв
1546.125,8.797,107.24,-9.89,2.696,2.722,97.014,2.604,Фрбв
1546.25,8.799,107.743,-9.835,2.652,2.594,92.118,2.574,Фрбв
1546.375,8.809,103.37,-9.793,3.057,2.878,90.018,2.526,Фрбв
1546.5,8.825,95.179,-9.861,3.366,3.063,92.217,2.462,Фрбв
1546.625,8.828,95.247,-9.896,3.375,3.043,98.563,2.444,Фрбв
1546.75,8.828,101.444,-9.969,3.333,2.986,107.503,2.449,Фрбв
1546.875,8.83,107.952,-10.067,3.292,2.945,111.932,2.46,Фрбв
1547.0,8.853,120.212,-10.336,2.654,2.424,117.79,2.458,Фрбв
1547.125,8.857,122.056,-10.336,2.59,2.369,119.279,2.44,Фрбв
1547.25,8.859,122.354,-10.471,2.558,2.339,117.887,2.425,Фрбв
1547.375,8.859,120.968,-10.619,2.578,2.373,115.163,2.432,Фрбв
1547.5,8.859,118.082,-10.564,2.82,2.618,109.323,2.458,Фрбв
1547.625,8.859,116.629,-10.139,3.209,2.962,105.629,2.475,Фрбв
1547.75,8.859,116.406,-9.475,4.283,3.881,98.389,2.479,Фрбв
1547.875,8.859,112.39,-9.497,4.88,4.435,93.404,2.478,ЗлЩАбв
1548.0,8.859,109.24,-9.585,5.712,5.309,88.832,2.474,ЗлЩАбв
1548.125,8.859,107.082,-9.627,6.16,5.841,86.931,2.477,ЗлЩАбв
1548.25,8.859,102.75,-9.602,6.465,6.338,85.653,2.486,ЗлЩАбв
1548.375,8.859,102.859,-9.58,6.237,6.328,85.112,2.492,ЗлЩАбв
1548.5,8.859,99.585,-9.569,7.516,7.603,83.504,2.493,ЗлЩАбв
1548.625,8.859,98.072,-9.647,8.747,8.785,82.543,2.488,ЗлЩАбв
1548.75,8.859,96.928,-9.77,10.127,10.001,82.156,2.479,ЗлЩАбв
1548.875,8.859,96.704,-9.872,10.786,10.462,83.108,2.479,ЗлЩАбв
1549.0,8.859,95.455,-10.05,11.031,10.401,86.404,2.475,ЗлЩАбв
1549.125,8.859,92.373,-10.027,8.768,8.348,89.49,2.456,ЗлЩАбв
1549.25,8.859,94.786,-10.053,5.951,5.841,96.734,2.428,ЗлЩАбв
1549.375,8.859,98.313,-10.015,4.789,4.669,102.015,2.418,ЗлЩАбв
1549.5,8.859,106.753,-9.826,3.588,3.421,109.449,2.42,ЗлЩАбв
1549.625,8.859,113.473,-9.668,3.083,2.917,112.675,2.424,ЗлЩАбв
1549.75,8.859,115.735,-9.745,2.887,2.65,116.447,2.416,ЗлЩАбв
1549.875,8.859,112.7,-9.663,3.062,2.72,117.616,2.405,Фрбв
1550.0,8.859,109.696,-9.612,3.288,2.845,117.497,2.403,Фрбв
1550.125,8.859,108.866,-9.503,3.358,2.904,118.064,2.402,Фрбв
1550.25,8.859,109.841,-9.316,3.309,2.9,119.167,2.4,Фрбв
1550.375,8.859,112.061,-9.253,3.183,2.823,119.957,2.401,Фрбв
1550.5,8.859,115.459,-9.136,3.006,2.685,120.347,2.418,Фрбв
1550.625,8.859,114.066,-9.239,2.845,2.601,120.09,2.433,Фрбв
1550.75,8.859,115.395,-9.145,2.794,2.637,116.342,2.454,Фрбв
1550.875,8.859,115.945,-9.053,2.924,2.782,112.467,2.47,Фрбв
1551.0,8.859,114.0,-9.071,3.345,3.175,104.965,2.489,Фрбв
1551.125,8.859,112.441,-9.199,3.712,3.533,98.298,2.496,ЗлЩАжЪФрбв
1551.25,8.859,104.918,-9.3,4.263,4.086,92.018,2.499,ЗлЩАжЪФрбв
1551.375,8.859,101.643,-9.26,4.448,4.284,91.28,2.493,ЗлЩАжЪФрбв
1551.5,8.859,99.917,-9.107,4.303,4.205,92.736,2.487,ЗлЩАжЪФрбв
1551.625,8.859,100.763,-9.048,4.021,3.974,93.984,2.482,ЗлЩАжЪФрбв
